learner_id,enrolled_at,unenrolled_at,role,fully_participated_at,purchased_statement_at,gender,country,age_range,highest_education_level,employment_status,employment_area,detected_country
f0ebc6f6-0f25-407f-a528-834414186f59,2018-10-30 15:14:09 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
0fa1c614-8a49-42a7-a02a-8b866076d552,2018-10-25 12:23:45 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
a0ac585a-eb48-48a8-a34e-b981d9e7b61c,2018-10-23 09:51:07 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
93562e76-6e81-4f8c-8e45-f209d62be693,2018-11-01 11:49:45 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
d1ff90bd-b99b-40c7-a220-ddda5a06bfcd,2018-10-11 11:46:50 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IQ
cd362ad5-6033-4056-b5ff-f6badc939d2d,2018-10-11 11:16:56 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
7a8ca74d-1416-497d-8d3a-2574b8ec96e9,2018-10-28 19:47:16 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
149949aa-c789-41a9-9f93-9fc8e2ba00da,2018-10-09 12:10:14 UTC,,learner,2018-11-01 12:05:11 UTC,2018-10-09 12:11:23 UTC,male,GB,36-45,university_degree,working_full_time,teaching_and_education,GB
1dd1df0e-e79b-4846-b426-ef9488159848,2018-10-29 03:44:01 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AU
5152d8fd-e7cc-4fdd-853f-67263309ac29,2018-08-08 12:06:28 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PH
ccf0f678-d9f5-4c7b-a485-eb9fb8f24189,2018-11-01 14:44:02 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
3810121c-38cf-44d1-9c1c-382683eeac16,2018-11-01 13:05:06 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UA
d55bc351-49a3-44fa-b85d-db4f5697fa7e,2018-10-15 19:42:48 UTC,,learner,,,female,GB,>65,university_masters,retired,Unknown,GB
c4390944-6aed-437e-8296-817e94aa738d,2018-11-01 20:56:05 UTC,,learner,,,female,GB,36-45,university_masters,full_time_student,teaching_and_education,GB
4e050b13-26fc-4327-8b48-81d6302fd2cf,2018-10-29 11:08:16 UTC,,learner,,2018-10-29 11:57:40 UTC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
9046507e-7130-48eb-b9a5-985a7e3b07fe,2018-11-01 17:16:56 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
c7027f72-7f9e-4eb4-86a3-379e5f21e9e2,2018-10-23 01:10:55 UTC,,learner,,,female,BR,26-35,university_degree,working_full_time,engineering_and_manufacturing,BR
b7c5e901-a246-4a41-8048-49b2f5f251f9,2018-10-22 05:53:57 UTC,,learner,,,male,AU,>65,university_doctorate,retired,Unknown,AU
b379c1e9-50ce-4e3d-a432-dec6a7e5ab9d,2018-11-01 23:48:07 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
f98daac0-dc16-4f71-bef1-7a7de1bffca2,2018-10-11 03:13:46 UTC,,learner,,,female,ID,36-45,university_degree,looking_for_work,media_and_publishing,ID
c23173eb-fd2d-4662-9f23-e51df27b8c1d,2018-10-03 15:50:06 UTC,,learner,,,female,GB,36-45,university_degree,looking_for_work,charities_and_voluntary_work,GB
dffa5a49-c95e-4f6a-a929-b3be87a8a102,2018-10-31 15:31:54 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
67eb89ec-af9e-405b-9ee7-afc6b0220148,2018-10-31 10:45:34 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ES
3f595e17-834f-472d-93bb-26c6c549c369,2018-10-31 09:42:04 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
41bc189e-5d88-4563-8541-3be37bad8257,2018-10-31 08:28:59 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
0fdf1b31-42c9-4334-abe1-4d12a6d348c0,2018-10-31 08:25:10 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,RO
74c5d1be-7cc8-4376-b77a-5d0ac9b1fd77,2018-10-31 07:58:59 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
65ca9c69-6a5e-4691-8b03-2fa993d3c138,2018-10-30 14:25:29 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
1f0ffdac-0768-462f-af17-0720213efb2d,2018-10-30 09:00:32 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
