learner_id,enrolled_at,unenrolled_at,role,fully_participated_at,purchased_statement_at,gender,country,age_range,highest_education_level,employment_status,employment_area,detected_country
c405d78c-7664-4738-ac91-b5e9885491b3,2017-01-26 21:26:57 UTC,2018-10-31 00:41:23 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
233b9253-e8e6-4734-8a7f-cb2c7845c85a,2017-01-24 14:55:53 UTC,2018-10-29 19:28:38 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,BA
e90b5e78-53f0-4039-b768-39e2406b5cd3,2016-12-19 20:20:35 UTC,2018-10-27 10:27:22 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ES
f2fe5f31-59cd-4e4d-980d-2cc512bab384,2017-03-19 16:23:10 UTC,2018-10-19 14:06:59 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
2e590d18-f79b-49f9-8296-a0aee4f2f2d7,2017-02-06 11:48:02 UTC,2018-10-18 13:57:46 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GH
21003360-6f14-45d4-a135-f9707ec640b1,2016-12-09 16:14:52 UTC,2018-10-15 07:51:16 UTC,learner,,,female,UA,18-25,university_masters,working_full_time,business_consulting_and_management,UA
ce4cf886-aa21-4e9b-bf4c-6353456f6a36,2017-02-04 12:47:46 UTC,2018-10-09 11:26:03 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
b4ec022c-524a-4e0b-ae53-df68cd87f6ab,2017-01-20 17:50:47 UTC,2017-04-30 09:00:21 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
49adbc52-0dbc-4dae-9599-cd480ae439c3,2017-03-21 12:06:11 UTC,2018-10-02 08:59:22 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ES
55d8eb62-927e-4d74-888c-59aa86ee4fd9,2016-12-28 07:44:12 UTC,2018-09-07 08:29:11 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
4be21e55-bb69-46ec-85ec-71f3cd41a1cc,2016-12-21 19:27:00 UTC,2018-09-04 13:08:00 UTC,learner,,,male,LT,26-35,university_masters,working_full_time,business_consulting_and_management,--
6a02de5e-3723-47da-b534-6dae581f7627,2016-12-11 13:53:28 UTC,2018-09-04 13:03:54 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DE
8bc964ad-b3bd-46f7-9b96-1638d1104143,2017-01-26 16:03:17 UTC,2018-09-03 22:56:34 UTC,learner,,,male,IQ,26-35,university_degree,working_full_time,it_and_information_services,IQ
a58fb44a-3070-4b6f-8f98-660145d6d424,2017-01-08 06:43:23 UTC,2018-08-21 05:25:19 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FR
32b500c4-d70a-4267-b365-5475529915e1,2017-01-02 12:38:39 UTC,2018-08-21 15:02:03 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FR
97ef7847-c9b3-49d9-b9ac-7457b7ff1573,2016-12-05 14:54:50 UTC,2018-08-18 05:47:55 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
875821f6-4564-43f7-8863-d649f2420c11,2017-03-25 16:07:54 UTC,2017-12-06 07:36:10 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
b3ec16f6-d818-4d3d-8905-0ed2a3501fe1,2017-01-02 20:20:13 UTC,2018-08-10 21:33:56 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UA
fa65d56a-125a-4cd3-bef1-ae75aad617ee,2017-01-08 10:22:10 UTC,2018-07-31 11:01:35 UTC,learner,,,female,DE,36-45,university_masters,working_part_time,health_and_social_care,DE
482e9602-4172-4340-a347-520e063113f4,2017-02-17 23:41:11 UTC,2018-01-14 00:29:06 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
12cd2b7d-533b-4b2c-bf8c-727931bb767f,2017-01-22 03:39:26 UTC,2018-07-29 20:38:53 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
0ca19bff-8681-4cf7-956c-3592be693f31,2017-04-02 17:40:46 UTC,2018-07-28 17:53:37 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CA
93de586f-7d2d-4d1e-9b24-e1860ddaadf8,2017-01-06 07:10:37 UTC,2018-07-28 07:04:51 UTC,learner,,,male,PH,26-35,university_degree,working_full_time,it_and_information_services,PH
b53986bc-4e6d-4d82-bead-1d958af8e1b7,2017-03-21 15:34:49 UTC,2018-07-27 15:52:58 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,EC
80f57df8-5720-446a-a397-396032497397,2017-02-05 15:44:44 UTC,2018-07-26 15:28:14 UTC,learner,,,female,ID,26-35,professional,looking_for_work,health_and_social_care,ID
8a81c770-3c63-4e4f-89e8-d9a7942cab42,2017-03-08 02:10:49 UTC,2018-07-24 10:53:04 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AZ
7e5c6b27-0442-491d-be7d-cc4e905f93d1,2017-04-01 10:22:59 UTC,2018-07-18 14:13:31 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
4f1537e2-f5d4-4435-a46a-7435b9e25ce6,2017-03-25 20:10:21 UTC,2018-02-22 00:01:29 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
04ac104a-b513-42c8-bc6e-01131d07b1e5,2017-03-03 12:43:46 UTC,2018-07-10 16:52:15 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,RS
3772a8cf-41f9-4895-870d-30a9d31841f9,2017-03-22 12:22:49 UTC,2018-07-02 11:29:29 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
d79608d2-a0f3-46d1-9055-6bb8b02e47f7,2017-01-09 22:29:38 UTC,2018-07-01 21:35:07 UTC,learner,,,male,US,56-65,university_doctorate,retired,law,US
6d88a456-8a87-47d1-8bc5-f17c12368801,2017-01-16 12:41:03 UTC,2018-06-26 10:30:34 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
