learner_id,enrolled_at,unenrolled_at,role,fully_participated_at,purchased_statement_at,gender,country,age_range,highest_education_level,employment_status,employment_area,detected_country
1f5166ea-1e6c-49b5-80c9-244ca3eddb81,2017-09-14 14:00:06 UTC,2018-10-30 15:07:29 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
1154e656-d664-469e-a492-0c4aa83dbd2d,2017-10-14 01:59:05 UTC,2018-10-22 03:36:55 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GH
455709fb-7441-476b-a7b3-675eb9761033,2017-09-24 13:18:40 UTC,2018-10-16 16:34:03 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
2f8932ed-0f77-4547-b13d-ad181887d71f,2017-10-19 21:21:41 UTC,2018-10-14 18:22:36 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
7f57e1b0-98ea-4077-abae-c501fcfabde9,2017-08-08 06:51:37 UTC,2018-10-08 20:38:28 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
14934968-d3d8-414c-9aa6-e28128f51fb4,2017-10-19 09:37:35 UTC,2018-10-02 12:48:34 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
0a303d0a-d446-487c-9d3a-8c6c9229f1f2,2017-10-19 13:00:22 UTC,2018-09-21 07:46:09 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MM
11bf518f-fb2d-4e5f-80a8-517320b2ba26,2017-09-27 03:42:04 UTC,2018-09-20 17:34:56 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
249b23f7-1e83-42fe-b993-c6817ec60648,2017-08-23 12:18:02 UTC,2018-09-15 10:43:30 UTC,learner,,,male,US,26-35,university_degree,working_part_time,teaching_and_education,US
787b22ca-a195-4594-86f2-0787b2e80139,2017-09-28 12:24:35 UTC,2018-09-13 08:08:00 UTC,learner,,,female,GB,36-45,university_degree,working_full_time,it_and_information_services,GB
2a681bd6-f605-4bf6-ad3a-3cb98773b715,2017-08-22 22:53:35 UTC,2018-02-14 03:04:10 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
79dd5e7f-dca5-4823-8e3a-6d1a33a38646,2017-07-26 08:42:47 UTC,2018-09-10 14:59:37 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
a760697e-db90-455f-b448-69cfa1508336,2017-09-20 16:28:01 UTC,2018-09-07 21:58:25 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
55d8eb62-927e-4d74-888c-59aa86ee4fd9,2017-07-31 08:34:17 UTC,2018-09-07 08:28:54 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
d90e5cbf-11a1-4216-acac-77e88944bf0a,2017-09-13 09:23:42 UTC,2018-09-06 06:01:14 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
c1ba29e5-1611-4ace-93b0-9d80c492f2a2,2017-10-20 18:21:31 UTC,2018-08-27 10:31:18 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
fca55e55-b23a-4349-9675-c5617ed157e5,2017-10-11 04:29:48 UTC,2018-08-23 20:21:18 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
a58fb44a-3070-4b6f-8f98-660145d6d424,2017-09-19 12:10:46 UTC,2018-08-21 05:24:56 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FR
ed5f4ca1-c997-4de3-b6d0-2f47337e7fe1,2017-09-12 20:49:39 UTC,2018-08-16 16:54:43 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,BR
edbf646d-3307-4cce-8fee-f03fd59b2cbf,2017-08-13 23:37:01 UTC,2018-08-14 00:57:36 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MX
21179f88-742e-4535-a65d-8e88b3bab731,2017-09-25 08:55:30 UTC,2018-08-13 07:59:09 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IQ
ad6e24df-4bc7-40e2-b02e-de1587d04cc3,2017-08-28 21:18:51 UTC,2018-08-13 10:17:33 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DE
60b1afb8-be68-45b8-9d93-4a9a648652d7,2017-09-20 13:42:46 UTC,2018-08-12 20:56:23 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
be8a5466-0ca3-4be0-84ea-093f685ab3df,2017-09-02 20:58:43 UTC,2018-08-07 19:13:10 UTC,learner,,,male,GH,26-35,university_degree,unemployed,accountancy_banking_and_finance,GH
9be2b546-2e17-47ba-8af1-b64595402245,2017-10-19 09:00:44 UTC,2018-08-01 05:33:31 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
51845c12-38d4-4b02-b4c9-2b454e82a97f,2017-10-19 11:08:07 UTC,2018-07-31 07:09:48 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US
d751fd4e-0940-49bb-9340-eb3c10c3d885,2017-08-28 11:17:05 UTC,2018-07-29 12:58:35 UTC,learner,,,female,DE,26-35,university_masters,full_time_student,science_and_pharmaceuticals,DE
2c2598fc-d8a1-4b0a-a909-ece44af770c4,2017-09-18 06:48:42 UTC,2018-07-27 13:51:33 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
80f57df8-5720-446a-a397-396032497397,2017-10-18 07:36:37 UTC,2018-07-26 15:25:51 UTC,learner,,,female,ID,26-35,professional,looking_for_work,health_and_social_care,ID
c6c88354-a595-46a3-b5b6-7e5e9e0a8695,2017-09-17 21:15:33 UTC,2018-07-22 11:34:44 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PH
d1a0faa7-ea13-46fc-a291-7faa0fedaced,2017-07-26 11:04:01 UTC,2018-07-17 12:38:11 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
4e6b1da2-5a09-4d85-a8ad-c4cb0a46e5a8,2017-10-13 16:39:59 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
0fd3000d-e8ef-48e6-b517-d7f56832edda,2017-09-26 16:45:53 UTC,2018-07-12 11:16:28 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IT
bd17c966-f89d-49a1-a9ce-392b58955bab,2017-10-21 21:56:25 UTC,2018-07-09 22:44:03 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
7279f38a-3f85-4ce5-8368-312419bd24ac,2017-09-19 19:24:57 UTC,2018-07-06 14:40:18 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
ef9220a3-b366-4907-ba6a-7a000cb5100c,2017-09-11 15:09:00 UTC,2018-07-04 17:39:58 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
356aa254-6586-4bea-96d6-187815926c1b,2017-10-19 18:04:46 UTC,,learner,,,male,UA,36-45,university_masters,looking_for_work,law,UA
45c021e6-1578-47e7-a7b0-560e7c5347e2,2017-09-23 00:38:35 UTC,2018-06-27 01:00:23 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
d40d4beb-9a05-4dea-923a-dfbf5755dc0c,2017-10-19 09:00:29 UTC,2018-06-25 16:17:54 UTC,learner,,,female,TW,26-35,university_degree,looking_for_work,creative_arts_and_culture,TW
9876cf3a-00ca-4e02-b639-23953e1012b8,2017-10-10 09:23:13 UTC,2018-06-21 16:13:49 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IE
393092a3-2f65-4807-b0ee-bcc88ce1bc33,2017-09-13 14:58:16 UTC,2018-06-14 15:34:03 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,RU
0eafcd50-d64c-4307-8e87-f086648b5894,2017-09-07 01:48:28 UTC,2018-06-12 10:10:48 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
1d16fff1-810d-4c11-be27-2baa7dbb4c1a,2017-10-20 18:58:47 UTC,2018-06-11 19:44:57 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
de3e4fcb-13de-4d33-8042-0ca94dbee2e8,2017-09-05 18:23:08 UTC,2018-05-22 17:11:33 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
d8165759-71d9-4a12-99e3-97194b6cc931,2017-09-20 04:51:54 UTC,2018-05-17 12:32:53 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
e176654a-f07b-42f7-86b4-ec7f56cc3b8e,2017-09-19 09:58:14 UTC,2018-05-11 09:25:27 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
f3de3b21-f430-46e0-9edc-7ddd7dd2416e,2017-10-19 12:22:25 UTC,2018-05-10 05:15:01 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,KE
b969b81f-95c7-4989-b242-7c3200a70719,2017-09-21 10:49:38 UTC,2018-05-10 21:25:52 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
d6c4f416-7f32-46cc-942c-0b06968c8a84,2018-02-26 15:50:50 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
1a63d3f8-e816-4735-b962-a8eddcc0066f,2017-10-22 21:37:07 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JM
278c61e8-bef6-429b-acb7-63a58111dfb0,2017-10-22 19:33:45 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JM
0b90e531-22b1-4a8f-8a59-dba82248e942,2017-10-22 16:42:20 UTC,,learner,,,female,FR,18-25,university_degree,full_time_student,hospitality_tourism_and_sport,FR
ffc521a4-b24c-45de-84a9-5a512c91cabd,2017-10-22 15:40:13 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MA
9b939901-c5ac-422b-9780-44408aee86e4,2017-10-22 13:48:58 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
005e5e61-16bb-4aab-8b98-995839a0301b,2017-10-22 12:48:17 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
9e254c8d-2eaa-4b3b-baab-6d7824aa51d3,2017-10-22 13:07:55 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
83669ad8-262d-437f-989b-17376abc6457,2017-10-22 12:41:51 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NL
e3cb3d38-6a74-4efe-9b97-5321d22b5a09,2017-10-22 10:05:47 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
d63da90c-de7f-454a-be3e-1d9c770b25ab,2017-10-22 08:47:30 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
b4316398-bbd5-4da3-85c0-5b1ce93428ac,2017-10-22 06:08:56 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
e203eaa0-0323-4b62-9f3d-ffd9b43dd2c9,2017-10-22 02:27:02 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
89799975-0928-4011-8c8a-cffae3b7cf47,2017-10-22 02:07:30 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AU
b62a322a-79e9-43a7-af6a-8de1337e19a8,2017-10-22 00:28:18 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
d0b3570a-8f41-452c-b4b0-b3b3b40f17a9,2017-10-21 19:22:22 UTC,,learner,,,female,PK,18-25,professional,full_time_student,engineering_and_manufacturing,PK
2e32d5f7-f507-45b1-aed1-1a9a038905e8,2017-10-21 18:45:16 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,BR
d4f9d204-55ca-49b6-949e-724db821f6ad,2017-10-21 17:27:15 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GH
295c82ad-def7-49a2-b98d-e9dd87037ae8,2017-10-22 06:42:06 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MY
3d6fa14e-1ed4-4bd3-a875-b7442e06a946,2017-10-21 12:43:09 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AE
4873b465-f960-4c31-97d9-b1d1f01dd60c,2017-10-21 01:12:22 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,BR
3ae774fd-290f-44c9-bbab-06cb8a317b5e,2017-10-21 15:56:37 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MA
4dcebf30-9685-4bc5-8057-63339e202793,2017-10-20 20:13:17 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JM
5de0e0da-1c45-4aea-8f54-344dd8c479ca,2017-10-20 20:13:00 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NG
91cd9c43-20bc-4760-a7e5-047e8d440110,2017-10-20 20:05:03 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
94189e5c-7151-4811-8c9b-c8ff7d7a5084,2017-10-20 16:41:03 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AM
c2c5a5fe-0ae8-4b6c-920d-0902238194af,2017-10-20 13:56:21 UTC,,learner,,,male,GH,26-35,professional,looking_for_work,it_and_information_services,GH
c4d00314-2215-4202-9642-3204f24e1bdd,2017-10-20 13:52:49 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
