learner_id,enrolled_at,unenrolled_at,role,fully_participated_at,purchased_statement_at,gender,country,age_range,highest_education_level,employment_status,employment_area,detected_country
8d205bcd-1455-4c86-912e-cb9c300a731f,2017-12-13 10:42:26 UTC,2018-10-27 15:53:45 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
7a80c602-7026-49c6-a300-3c3640588b69,2018-01-02 22:13:33 UTC,2018-10-22 17:11:51 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
b3c55ee8-0a19-4b86-ad20-dbe56caef478,2017-11-17 08:10:16 UTC,2018-10-22 21:02:59 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PL
72597b2e-c879-487f-b3cf-be1c224771e7,2017-11-13 15:02:35 UTC,2018-10-22 16:17:47 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
46a4c71e-8819-4c5a-8164-2f786186b9fb,2017-11-09 11:18:18 UTC,2018-10-19 10:31:59 UTC,learner,,,female,GR,26-35,university_masters,full_time_student,accountancy_banking_and_finance,GR
6f4fe7f0-c504-4837-a604-c86b351ea134,2017-12-12 05:00:32 UTC,2018-10-16 14:52:45 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PK
c9c7574e-6049-4176-b0cf-15f753133f74,2017-11-16 11:03:21 UTC,2018-10-16 10:40:32 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,RO
091df104-705f-4ee2-a67b-9d90043c4f56,2017-10-03 21:22:04 UTC,2018-10-08 16:27:33 UTC,learner,,,female,GB,>65,university_degree,retired,Unknown,GB
357e0aed-eb55-4a0d-ac9b-ce5007d855d9,2017-12-19 15:46:51 UTC,2018-09-29 20:27:55 UTC,learner,,,male,EG,18-25,secondary,full_time_student,it_and_information_services,EG
a1e813ef-8d2a-4f4c-9824-008c5947fb01,2017-12-20 17:55:28 UTC,2018-09-25 01:28:54 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,LY
aeebfb38-08e5-4601-a8c5-e38563f56236,2017-10-26 06:48:51 UTC,2018-09-18 02:44:22 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
09ef787d-6b55-4edf-8bfa-4170443d72df,2017-10-19 14:26:58 UTC,,learner,,,male,GB,>65,university_degree,retired,Unknown,GB
0eb0794d-7b7a-4af0-9ba0-24613c6dd233,2017-12-27 00:01:41 UTC,2018-09-17 18:01:16 UTC,learner,2018-01-09 19:58:39 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
c468e022-9b19-4ecc-87f4-9143ec2df84d,2017-11-14 09:36:25 UTC,2018-09-17 14:03:33 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
77455468-4283-4f26-a95a-615f33868a7d,2017-12-29 01:04:57 UTC,,learner,2018-09-12 06:54:19 UTC,,male,CN,36-45,university_masters,working_full_time,accountancy_banking_and_finance,CN
9e5de1e8-be90-4c14-b5a8-22559604f6f3,2017-12-17 09:05:38 UTC,2018-09-11 12:36:37 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
79dd5e7f-dca5-4823-8e3a-6d1a33a38646,2017-07-28 18:47:04 UTC,2018-09-10 14:54:06 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
55d8eb62-927e-4d74-888c-59aa86ee4fd9,2017-12-16 08:21:51 UTC,2018-09-07 08:29:45 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
dad85275-b6f4-4a94-827c-bb7768cbe602,2017-12-10 14:49:47 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,KE
a31f4048-edc3-44b9-9d1f-7d5036e29fe2,2017-11-13 14:18:18 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ZW
60bfb80c-cd23-4e00-82b5-d03e818c64f4,2017-11-13 10:08:38 UTC,2018-09-05 11:55:28 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
