learner_id,enrolled_at,unenrolled_at,role,fully_participated_at,purchased_statement_at,gender,country,age_range,highest_education_level,employment_status,employment_area,detected_country
c6f25ce6-0b07-4401-954c-92338d6a3cbb,2018-07-19 17:15:30 UTC,2018-10-29 09:42:30 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TR
8a3386e2-444a-4cc5-b758-6255bc68a59b,2018-06-22 23:38:37 UTC,2018-10-30 00:18:12 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
6e6fa9df-15c4-45c9-a0fc-a210c623cbef,2018-07-10 13:14:49 UTC,,learner,2018-10-27 16:19:19 UTC,2018-09-21 13:35:43 UTC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
51138f11-13e7-48f6-8836-b959187754f6,2018-06-11 19:39:37 UTC,,learner,,,male,GH,26-35,university_degree,looking_for_work,business_consulting_and_management,GH
a5bf294f-54ff-417a-bdb7-0cd8e0f7083b,2018-06-21 16:28:50 UTC,2018-10-24 11:47:12 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ZA
e518a409-9b1b-42d3-a117-3affbb0631e6,2018-07-24 09:05:39 UTC,2018-10-23 10:35:32 UTC,learner,,,female,AU,36-45,university_degree,working_part_time,hospitality_tourism_and_sport,AU
41ad5273-6853-43d7-b615-06f8e808cea1,2018-09-10 12:07:43 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
852a63e9-1e75-4f58-8f49-4df7d7d1ce0b,2018-08-03 15:17:30 UTC,2018-10-09 08:52:15 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
f27eec8c-eaf1-4e6a-90f0-d6d5b653285d,2018-04-10 14:18:49 UTC,,organisation_admin,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
6c4093a5-5a65-4e1f-84fe-a22b3e5219b5,2018-07-19 09:04:56 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
5e3b0dd4-3a0f-4b0d-8a29-09627d6d976c,2018-08-12 05:22:42 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MY
cab2fc1e-6934-44b9-8ea9-f038a782e96f,2018-08-12 04:49:49 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IN
ea640e07-2e90-4717-9a69-e422b8187fb6,2018-08-12 04:30:35 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
b8c9bd53-9896-4082-8b2a-357ff8fc7df4,2018-08-12 02:33:03 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SV
a4206f46-67f3-4e7b-9d89-ca1c0c8767d4,2018-08-12 02:22:30 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
9e1e4381-c097-42a4-8f9d-baa8449528ed,2018-08-12 02:13:11 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
3eb875a9-b4cb-41ac-805c-7158d9b21598,2018-08-12 02:10:59 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
24ff9732-7d5c-4b1f-9ff4-9b8f304334f0,2018-08-11 22:27:59 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
ad0ffa01-054d-405b-96b3-bad4361afeb5,2018-08-11 22:18:35 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PT
d5533dd5-3cb1-4b62-806c-f9b4b71443e0,2018-08-11 20:11:57 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
962328a8-cf4a-4eb3-84ad-6f575e157401,2018-08-11 20:00:14 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IE
8810577a-06e3-46d4-beb4-c10074b46d9d,2018-08-11 19:58:38 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
968b9044-b099-41ab-b152-88d6327d2d14,2018-08-11 16:42:40 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
3bec8cd2-f8d2-4762-9f4e-e80a477799f5,2018-08-11 16:37:19 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
ac7c19ff-e2f4-4bd0-a723-ff4e77680747,2018-08-11 16:33:56 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
7acf2da7-8165-4ad0-9258-7c8887b3fd2a,2018-08-11 14:51:40 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
1e4810be-5a01-44fe-ac9e-7b6517564c6e,2018-08-11 12:39:08 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
773733d4-fb3c-4ac1-a838-a3fcf6515dbd,2018-08-11 12:13:14 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
383cce19-636c-4840-96e9-0b29ca8b7c91,2018-08-11 11:14:02 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
9c84c46d-67c3-49cc-9884-9e795cb5c950,2018-08-11 11:02:45 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
2eaa5bb5-bccb-4c37-93b9-9d896eca75f8,2018-08-11 09:38:25 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
408b4b04-8ef0-40b7-bde6-019448a2ac2f,2018-08-11 08:39:30 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
209898be-88b3-4555-9fd5-bad2ff5f72f0,2018-08-11 06:47:23 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
