learner_id,enrolled_at,unenrolled_at,role,fully_participated_at,purchased_statement_at,gender,country,age_range,highest_education_level,employment_status,employment_area,detected_country
160d6600-ea0e-4568-bfa9-5d7cd5b8e61b,2016-08-10 14:28:49 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
4dc22fed-63d4-4bf6-b162-bdf482e1ec38,2016-05-24 17:34:34 UTC,2018-10-30 20:20:51 UTC,learner,,,male,PE,46-55,university_degree,working_part_time,teaching_and_education,PE
ecdd37db-0c75-496e-bff2-230553d0e38c,2016-05-19 00:52:38 UTC,,learner,2016-09-22 16:56:03 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NG
988964c9-7410-40cc-addf-441f93e7a8b8,2016-05-19 21:40:01 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UG
f1493366-17a1-41b8-9de3-fbaad9d811d4,2016-09-19 15:35:35 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IM
25cc3b46-a955-4e2a-a71f-6b2025cc2787,2016-08-30 04:16:43 UTC,,learner,2016-10-25 12:44:14 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NO
9c23a086-f6ba-4ee8-9f86-4ccb7d9db4bd,2016-06-22 15:35:53 UTC,,learner,2016-10-10 11:59:49 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
8851dc49-028e-455f-b43e-924787bca7b3,2016-08-07 17:07:34 UTC,,learner,2018-10-17 18:38:30 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
a59b0a12-af45-4a66-b4df-78d85efef44e,2016-08-02 12:44:08 UTC,2018-10-17 21:16:53 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FR
198c1017-51f5-439d-b205-c82597af4cf7,2016-09-09 22:54:57 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
7a44b170-73f8-4863-8687-4f97934c8b0b,2016-05-19 04:15:35 UTC,2018-10-16 22:23:48 UTC,learner,2016-10-06 04:24:57 UTC,,male,IT,36-45,secondary,working_full_time,accountancy_banking_and_finance,IT
6df7208e-c4ef-4e9f-944a-2b1be8ce2ab9,2016-05-18 16:20:40 UTC,,learner,2018-10-15 08:32:54 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UA
48db4053-f869-413f-8e5e-c4e56ae9e2f0,2016-09-16 07:08:38 UTC,,learner,2016-09-17 15:33:45 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,KE
3fc06ecd-3ef8-4f45-90e5-250c23c0ff71,2016-09-05 14:17:10 UTC,2018-10-12 15:34:53 UTC,learner,,,male,GB,56-65,university_degree,looking_for_work,transport_and_logistics,GB
39de7924-2081-4b93-ba01-4fbee1b20ab7,2016-09-05 13:47:44 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
f81961c4-a476-4a3e-846c-a7be19a8bebb,2016-05-18 10:24:00 UTC,,learner,2018-10-11 11:14:11 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
d6e86b67-3644-482b-b381-da6321ed1e76,2016-08-17 10:58:45 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
987d5175-7217-401f-8535-539c747cfd1c,2016-08-24 11:57:21 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NG
5f50e6da-e423-429d-ac91-e920282dfba0,2016-08-29 09:04:52 UTC,,learner,2018-10-08 10:10:43 UTC,,male,Unknown,26-35,university_degree,looking_for_work,it_and_information_services,RO
b4ec022c-524a-4e0b-ae53-df68cd87f6ab,2016-09-20 02:54:25 UTC,2016-10-24 17:58:25 UTC,learner,2016-10-24 17:49:52 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,--
44fd3724-8d78-4232-b3c6-82d345b44bf8,2016-09-06 21:38:02 UTC,2018-10-08 10:52:04 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SA
9321d0e4-19db-4594-b4fe-3e4c3612c597,2016-09-14 15:20:39 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ET
b33d35bf-1b25-41bc-a70a-24043620990c,2016-06-18 18:00:05 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
23e5ea4f-58c9-4709-ada6-d47b38004f0b,2016-08-19 01:11:08 UTC,2018-09-30 13:39:31 UTC,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PH
a4d27ac3-ebdf-42c6-b1f2-50731d71f1e6,2016-09-01 21:58:10 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NO
3a6b9fda-1ee4-4df5-b65b-2857e357fc4c,2016-09-05 13:01:47 UTC,,learner,2016-09-22 19:01:24 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
80bd2b3a-320b-4d8b-aae9-970174cc72fb,2016-05-18 13:23:21 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ES
13e15ba9-1a46-4579-988c-3d41d5ddb059,2016-09-03 17:50:25 UTC,,learner,2016-10-13 21:50:17 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GB
667f92ba-4037-456c-8127-b7f66d0ee1c3,2016-06-30 13:11:38 UTC,,learner,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,BE
623cc9d9-d068-4230-b024-80f349027b05,2016-09-11 16:40:35 UTC,,learner,2016-09-24 19:57:55 UTC,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FR
51c61184-822d-437a-b56e-a52a68da6e6e,2016-05-18 15:58:47 UTC,2018-09-23 19:02:12 UTC,learner,,,male,GB,46-55,tertiary,self_employed,it_and_information_services,GB
